"Label","Has4Legs","CoatColor","HairLength","TailLength","EnjoysPlay","StairsOutWindow","HoursSpentNapping","RespondsToCommands","EasilyFrightened","Age", "Noise1", "Noise2", "Noise3", "Noise4", "Noise5"
dog,1,Brown,1,3,1,1,2,1,1,2,0.530297565739602,0.526174836559221,0.420664038043469,0.545818121638149,0.468102916842327
dog,1,Grey,0,3,1,0,2,1,1,12,0.0680624861270189,0.0879298557993025,0.976905942661688,0.0851401232648641,0.725858512101695
dog,1,White,1,8,1,1,2,1,1,16,0.997443543514237,0.137286909623072,0.203764692414552,0.845407972345129,0.842434649122879
cat,1,White,1,6,1,1,5,0,0,16,0.361677605193108,0.85406158817932,0.800500622717664,0.581438858062029,0.204740543151274
cat,1,White,1,5,0,1,5,0,1,9,0.341487456345931,0.0758612644858658,0.976760319434106,0.955458077602088,0.649320668540895
dog,1,Brown,0,10,1,1,2,0,0,4,0.414979603374377,0.456712068291381,0.745007227407768,0.730731683317572,0.325958473840728
dog,1,Spotted,0,1,1,1,2,1,1,1,0.982411102391779,0.214451089501381,0.709505639504641,0.351961004780605,0.931835207389668
dog,1,Brown,1,1,1,1,2,1,1,10,0.0559349092654884,0.906553241657093,0.308726070914418,0.623056277167052,0.512344441842288
dog,1,Grey,0,3,1,1,2,1,0,7,0.956450116820633,0.353090617572889,0.0302706460934132,0.390045509440824,0.178319626720622
dog,1,White,0,1,1,1,2,0,0,16,0.752233310835436,0.316379028139636,0.609619374852628,0.607006576377898,0.938581633381546
dog,1,Brown,0,2,1,1,2,1,1,14,0.199757333146408,0.652835545362905,0.199856624705717,0.515897814184427,0.471613207831979
dog,1,White,1,2,1,1,2,1,1,19,0.0793148032389581,0.746038766112179,0.670551316114143,0.00843117129988968,0.36544072185643
dog,1,White,1,2,1,1,2,1,1,13,0.421183852478862,0.402789177373052,0.233354908414185,0.286063125822693,0.940887324744835
dog,1,Brown,1,4,1,1,2,1,1,7,0.5387979215011,0.0424748794175684,0.469481433276087,0.0280284485779703,0.758725288556889
dog,1,Brown,0,1,1,1,2,1,1,18,0.440573503961787,0.373453974258155,0.39651566138491,0.70655947807245,0.808923336444423
dog,1,Brown,0,1,1,1,3,1,1,17,0.00580502580851316,0.806393129983917,0.427636978216469,0.153890487970784,0.542331461329013
dog,1,Spotted,1,3,1,1,2,1,1,9,0.0410567109938711,0.221387521363795,0.737615509191528,0.821555045899004,0.821635839994997
dog,1,Grey,1,2,1,0,2,0,1,16,0.750665001804009,0.138955918606371,0.0414115742314607,0.355199537938461,0.244007135275751
dog,1,Brown,0,5,1,0,2,1,1,12,0.907214168692008,0.886624861042947,0.922940040705726,0.0866608265787363,0.184676024597138
cat,1,White,1,6,1,1,8,0,0,17,0.0365885100327432,0.689006762811914,0.00810823240317404,0.00727849919348955,0.850052678026259
dog,1,Brown,0,1,1,1,2,0,1,12,0.536716656992212,0.0915282205678523,0.297373472014442,0.00752950576134026,0.563914399128407
cat,1,Grey,1,7,1,1,3,0,0,10,0.700228203553706,0.132243729196489,0.651118578622118,0.0625612735748291,0.935416353400797
cat,1,Grey,1,6,1,1,5,0,1,17,0.514062104281038,0.696137687657028,0.467932390281931,0.578648277558386,0.0883655901998281
cat,1,White,1,7,0,1,5,0,0,11,0.84971174551174,0.0280218496918678,0.0597090343944728,0.929238536627963,0.67725321254693
dog,1,Spotted,0,9,1,1,2,1,1,14,0.552761713275686,0.867539468919858,0.661699153948575,0.504986599553376,0.772380938287824
dog,1,Grey,1,1,1,0,2,1,0,13,0.767981148324907,0.176992180524394,0.022257114527747,0.151133325183764,0.0766435142140836
dog,1,Spotted,1,1,1,1,2,1,1,17,0.934442375088111,0.105088550131768,0.462427125545219,0.902006296440959,0.814864307641983
dog,1,White,1,10,1,1,5,0,0,18,0.629870790056884,0.595373681047931,0.241842981195077,0.762158602941781,0.373491308419034
dog,1,Spotted,1,3,1,1,2,1,1,19,0.743203900521621,0.434161038603634,0.152167373802513,0.637713857227936,0.173875557957217
dog,1,Spotted,0,1,1,1,2,1,0,18,0.239691096590832,0.94784972909838,0.604052190668881,0.107018382987007,0.477878116304055
dog,1,Spotted,1,1,1,1,2,1,1,2,0.299768390832469,0.390058308141306,0.10592700727284,0.409562035929412,0.0696188826113939
cat,1,Grey,1,6,1,1,5,0,1,8,0.978291311301291,0.71528124040924,0.309481871314347,0.0350206904113293,0.720334409736097
cat,1,White,1,5,1,1,3,0,0,7,0.431032998720184,0.426689438521862,0.419856314780191,0.591705663828179,0.294932825723663
dog,1,Brown,1,3,1,1,2,1,0,19,0.790547948563471,0.1617805310525,0.178280587540939,0.548896819353104,0.93706807307899
dog,1,Spotted,0,1,1,1,3,1,1,19,0.855215823277831,0.481907672947273,0.442375374957919,0.60767352883704,0.723617982352152
dog,1,Grey,0,4,1,1,8,1,1,7,0.122507696505636,0.710451315855607,0.90609420533292,0.84772752947174,0.911836875369772
dog,1,Spotted,1,1,1,1,2,1,0,14,0.0764788868837059,0.0342601833399385,0.492520197061822,0.0765067131724209,0.408766079461202
cat,1,White,1,7,1,1,5,0,1,18,0.910478338832036,0.806870742933825,0.368920848239213,0.509345134953037,0.297590780770406
cat,1,Grey,1,10,1,1,3,1,1,17,0.486835130723193,0.62395692220889,0.737104055471718,0.929028174374253,0.32500958815217
dog,1,Spotted,1,1,1,1,2,1,0,6,0.411088800989091,0.937673898180947,0.78447286086157,0.244500081520528,0.279100436950102
dog,1,Brown,1,3,1,0,2,1,1,20,0.889839833136648,0.13691517803818,0.969119720626622,0.034691262524575,0.321155007230118
dog,1,Spotted,0,1,1,0,2,1,1,5,0.500737224472687,0.935025428421795,0.754186335485429,0.530549208633602,0.477244549430907
cat,1,Spotted,1,7,1,1,3,0,1,19,0.553155579837039,0.0863619148731232,0.0902791358530521,0.0206847619265318,0.970346712041646
dog,1,Spotted,0,1,1,1,2,1,1,4,0.818572311196476,0.752272870624438,0.0849017431028187,0.336050355341285,0.999849075218663
dog,1,Brown,1,3,1,1,2,1,1,4,0.996898555662483,0.0279061554465443,0.538689288077876,0.13752144551836,0.35092234541662
dog,1,Brown,0,9,1,1,2,1,1,18,0.233471357030794,0.217640552436933,0.436467873863876,0.215160945896059,0.813593665137887
dog,1,Brown,0,3,1,1,2,1,1,7,0.446845207363367,0.113695519743487,0.486830320674926,0.519322740845382,0.393311756895855
cat,1,Grey,1,7,0,1,8,0,1,4,0.781106100184843,0.824710146058351,0.0804248847998679,0.500137134455144,0.566420071292669
dog,1,Brown,1,2,1,1,2,1,1,18,0.189912633737549,0.687728371936828,0.401508316164836,0.425109104951844,0.790478536626324
cat,1,Black,1,9,1,1,10,1,1,20,0.748154978267848,0.518322540214285,0.213613397441804,0.947754426160827,0.971016228664666
dog,1,White,1,1,1,1,2,1,1,1,0.322616870282218,0.276816915022209,0.851757354801521,0.552567451726645,0.122493337607011
dog,1,White,1,2,1,1,2,1,1,1,0.778099163901061,0.509775421814993,0.821835131384432,0.670111173531041,0.112398216035217
dog,1,Spotted,1,4,1,1,2,0,1,18,0.510400327621028,0.111306647537276,0.785973301623017,0.266000020550564,0.580027367686853
dog,1,Spotted,1,2,1,1,2,1,1,19,0.603219708194956,0.940027579432353,0.747157395584509,0.0697263821493834,0.467112220358104
cat,1,White,1,5,0,1,5,0,1,19,0.661970712710172,0.784762286115438,0.776002377038822,0.0303980656899512,0.154177173040807
dog,1,Black,0,3,1,1,2,0,1,4,0.734420953784138,0.896367216482759,0.297766314586625,0.354922127211466,0.999204414431006
dog,1,Brown,1,1,1,1,2,1,1,16,0.357307119295001,0.235413731075823,0.808448686031625,0.435778128914535,0.561591338133439
dog,1,Grey,0,2,1,1,5,1,1,18,0.486799386097118,0.442959672538564,0.795663590077311,0.796776939416304,0.0809753979556262
dog,1,Spotted,0,3,1,1,2,1,0,19,0.0920241167768836,0.994338459335268,0.226445542648435,0.813198565039784,0.0295021191705018
dog,1,Grey,1,5,1,1,2,1,1,17,0.653158129425719,0.569075698032975,0.0232351175509393,0.361697531770915,0.394774750573561
dog,1,Grey,1,7,1,1,2,1,1,5,0.5689353835769,0.588160627754405,0.294968675356358,0.776119205635041,0.0070658300537616
dog,1,Brown,0,10,1,1,2,1,1,19,0.0491156792268157,0.129824753385037,0.644263198599219,0.43400139035657,0.259286548476666
cat,1,Black,1,7,1,1,5,0,1,16,0.906158565310761,0.219711278099567,0.0389825915917754,0.765079197939485,0.863419863162562
dog,1,Brown,0,4,1,1,2,1,0,17,0.858589729992673,0.399643678450957,0.953477304428816,0.408946576295421,0.413673663511872
cat,1,Black,1,5,1,1,5,0,1,20,0.519575990969315,0.693719698581845,0.131152443354949,0.225980380084366,0.65057948930189
cat,1,Spotted,1,8,1,1,5,0,1,20,0.841203143121675,0.0619012035895139,0.100317760836333,0.563256771769375,0.109317115042359
cat,1,Black,1,7,1,1,5,0,1,1,0.0502822315320373,0.0734521844424307,0.649884874699637,0.290238578571007,0.536295586032793
cat,1,Brown,1,9,1,1,3,0,1,16,0.832000631140545,0.797924960730597,0.130671398481354,0.460174098610878,0.824960600119084
dog,1,Brown,0,3,1,1,3,1,1,9,0.128168831113726,0.24279578239657,0.970815509324893,0.314101613825187,0.519375264411792
dog,1,Spotted,1,1,1,1,2,1,1,17,0.0892691565677524,0.921523020369932,0.0705339296255261,0.816328560933471,0.842930207028985
cat,1,White,1,8,1,1,3,1,1,4,0.105697974562645,0.530478287488222,0.957560799317434,0.610183773096651,0.133144061313942
cat,1,Black,1,6,1,0,3,0,1,1,0.788841986330226,0.502781417919323,0.655147462384775,0.302229156484827,0.307155006565154
dog,1,Brown,1,1,1,1,2,1,1,18,0.163024100242183,0.13483184017241,0.451382115716115,0.033613059669733,0.251952470745891
dog,1,Grey,1,1,1,1,2,1,1,19,0.228591012535617,0.18697215965949,0.792535599786788,0.151834844611585,0.301840359112248
dog,1,Spotted,0,3,1,0,2,1,1,17,0.255453469930217,0.473288737935945,0.220277632353827,0.0627257418818772,0.299751701531932
cat,1,Spotted,1,7,0,1,5,0,0,16,0.169120715931058,0.927020002854988,0.65063729765825,0.651654365006834,0.0814413176849484
cat,1,Grey,1,7,1,1,8,0,1,1,0.284403368132189,0.739509987644851,0.0309497981797904,0.646424806909636,0.4212838744279
cat,1,Black,1,4,1,1,8,0,1,16,0.681200467515737,0.538106207735837,0.113544845022261,0.061662157298997,0.307236136170104
dog,1,Grey,1,3,1,1,3,1,1,17,0.104514722945169,0.1670231083408,0.263867828994989,0.474551872815937,0.367095133522525
cat,1,Brown,0,6,1,1,3,0,1,16,0.782630778616294,0.35869697923772,0.904903908027336,0.538568328600377,0.579941956559196
dog,1,Grey,1,1,1,1,2,1,1,16,0.00239566247910261,0.916461081709713,0.698803497245535,0.332394384080544,0.893654306186363
dog,1,White,1,3,1,1,2,1,1,16,0.632841495564207,0.664442711044103,0.684016675222665,0.976158432662487,0.38583914632909
cat,1,Black,1,10,1,1,5,0,1,19,0.789631160441786,0.989749447675422,0.313993361778557,0.554522943217307,0.142339743673801
dog,1,Brown,0,7,1,1,2,1,0,9,0.369348039384931,0.986692558275536,0.573780459817499,0.141670159064233,0.411823782604188
dog,1,Spotted,0,2,1,1,2,1,1,2,0.792159287957475,0.365793246543035,0.144221981521696,0.950950359227136,0.962844297522679
dog,1,White,1,1,1,1,2,1,0,19,0.367534596705809,0.376794841839001,0.512329110642895,0.315371912438422,0.867216689046472
cat,1,Grey,1,7,1,1,5,0,1,9,0.937775415601209,0.438242482952774,0.985675742616877,0.873040517559275,0.954184835543856
dog,1,Spotted,0,1,1,1,5,1,0,8,0.540094950934872,0.0706230290234089,0.276882801903412,0.773465518373996,0.334021627902985
dog,1,Brown,0,4,1,1,2,1,1,8,0.0155821160878986,0.906171177281067,0.110372252762318,0.31976328860037,0.3625690091867
dog,1,Grey,0,4,1,1,2,1,1,14,0.27437078463845,0.65393238235265,0.764569632941857,0.131490681553259,0.0194775480777025
dog,1,Brown,0,2,1,1,2,1,1,1,0.594382769195363,0.936566263670102,0.15369202918373,0.378554170019925,0.161882987944409
dog,1,Spotted,1,4,1,1,2,1,1,2,0.414018783718348,0.522967210039496,0.717815933516249,0.148380105150864,0.9497888116166
dog,1,Spotted,1,3,1,1,2,1,0,17,0.567923455266282,0.179342503426597,0.487413007067516,0.661441771313548,0.242039927281439
cat,1,Black,1,6,0,1,5,1,0,16,0.165784529643133,0.162140261847526,0.520765069173649,0.367673517903313,0.855646533425897
cat,1,Spotted,1,7,1,1,5,0,1,18,0.243421945720911,0.60221236012876,0.335733308456838,0.21714034373872,0.739880397217348
dog,1,Brown,1,3,0,1,2,1,1,6,0.18427731608972,0.865271514514461,0.54135928559117,0.7003065997269,0.439495630795136
dog,1,Spotted,1,1,1,1,2,1,1,16,0.125485860276967,0.294743366306648,0.397500259568915,0.349671280477196,0.441879513673484
dog,1,Spotted,0,4,1,0,2,1,1,8,0.00300645595416427,0.634162618545815,0.430693762144074,0.0165388551540673,0.517525539500639
dog,1,Brown,1,5,1,1,2,1,1,5,0.875648708082736,0.823125041788444,0.109215498203412,0.472584509756416,0.419860596535727
dog,1,Spotted,1,10,1,0,2,1,0,16,0.300146031659096,0.101336188381538,0.472120386781171,0.284353696275502,0.182995337992907
dog,1,Brown,0,1,1,0,2,1,1,2,0.638155340217054,0.922018440905958,0.43673752527684,0.0392292775213718,0.843515254324302
dog,1,Grey,1,10,1,1,2,1,1,17,0.34287229180336,0.632386036915705,0.409898980986327,0.95949548156932,0.795753129757941
dog,1,Brown,0,3,1,1,3,1,1,2,0.243208362022415,0.943929806817323,0.183793685864657,0.486115414416417,0.256138797383755
cat,1,Spotted,1,3,1,1,5,1,0,15,0.533171977847815,0.5272119094152,0.731598450336605,0.771528857061639,0.759574010735378
cat,1,White,1,7,0,1,5,0,1,9,0.865380698814988,0.892520938301459,0.317641858244315,0.0403971748892218,0.55591593682766
dog,1,Spotted,0,2,1,1,2,1,1,1,0.998277905862778,0.50288205803372,0.206121678929776,0.385266380384564,0.910364848095924
cat,1,Black,1,6,1,1,5,0,0,20,0.545669283252209,0.13684651022777,0.555427740793675,0.376734939171001,0.238204517168924
cat,1,White,1,9,1,1,5,0,1,17,0.449936025775969,0.592105051735416,0.595873895799741,0.816100086085498,0.996530599426478
dog,1,Spotted,0,1,1,1,2,1,1,17,0.735707518644631,0.228607044788077,0.829059654846787,0.243709349771962,0.419935547048226
dog,1,White,0,7,1,1,2,1,1,18,0.407670365646482,0.335429995087907,0.572556691477075,0.252283206442371,0.550842804601416
cat,1,Spotted,1,7,0,1,5,0,1,11,0.968605394475162,0.422455514082685,0.178203840507194,0.474492859095335,0.405381933320314
cat,1,White,1,7,1,1,3,0,1,17,0.542045313166454,0.717868648236617,0.764668854651973,0.0313146845437586,0.258267715806141
cat,1,Grey,1,9,1,1,3,0,1,7,0.884530787589028,0.405975534347817,0.601158770732582,0.0175301802810282,0.100573351141065
dog,1,Brown,1,1,1,1,2,1,0,2,0.142230678349733,0.51155050075613,0.551779300440103,0.789242540951818,0.412999764317647
dog,1,Grey,0,10,1,1,2,1,1,19,0.414308990351856,0.791123487986624,0.828047146322206,0.794659914914519,0.819946501636878
dog,1,Spotted,0,1,1,1,2,1,1,1,0.302609930513427,0.28688181634061,0.208781884051859,0.921440159203485,0.159251992823556
dog,1,Spotted,1,1,1,1,2,0,1,18,0.118911376455799,0.256209085928276,0.577656717970967,0.530863346299157,0.206092321313918
dog,1,White,1,4,1,1,2,1,1,8,0.651008863002062,0.972964515443891,0.858567727962509,0.984164284542203,0.124897533096373
dog,1,Brown,0,3,1,0,2,1,1,3,0.679558761185035,0.382931548170745,0.703524892218411,0.210484702605754,0.439794450998306
cat,1,Grey,1,7,0,0,3,0,1,19,0.0726248323917389,0.0837872428819537,0.143037192989141,0.245812556473538,0.373114469228312
dog,1,Brown,1,2,1,1,2,1,1,20,0.354338397504762,0.41520976042375,0.999751125229523,0.486915570450947,0.325083912583068
dog,1,Spotted,1,1,1,1,2,1,1,8,0.027575355488807,0.225665385834873,0.54297740617767,0.472298989770934,0.226916352054104
dog,1,Spotted,0,1,1,1,2,1,1,3,0.325203808955848,0.0466924451757222,0.755768273724243,0.577061899006367,0.670633038273081
cat,1,White,1,5,1,1,3,0,1,5,0.426335805328563,0.747504816623405,0.835105595877394,0.901133977342397,0.127001857850701
dog,1,Spotted,0,4,1,0,2,1,0,20,0.0740233680699021,0.586863904958591,0.0437497135717422,0.732578273164108,0.78062809095718
dog,1,Brown,1,2,1,1,2,1,1,2,0.271958982339129,0.934566368581727,0.49900581385009,0.944632509257644,0.135347677394748
dog,1,White,0,4,0,1,2,1,1,5,0.37070409511216,0.726533808512613,0.73015550035052,0.936224412871525,0.118750118184835
cat,1,White,1,9,1,1,3,0,1,5,0.151919630356133,0.437048526480794,0.555616931291297,0.848437984474003,0.144679887685925
cat,1,White,1,6,1,1,5,0,1,9,0.28559365356341,0.189460945082828,0.735100522404537,0.309311967808753,0.629010540898889
dog,1,Brown,0,5,1,1,2,1,1,16,0.497763159452006,0.253995679086074,0.820033933734521,0.22937413607724,0.51926732994616
dog,1,Grey,1,3,1,1,2,1,1,5,0.212506649084389,0.777757189003751,0.174474591389298,0.401157803600654,0.663801305694506
dog,1,Grey,1,1,1,1,2,1,1,2,0.298252578359097,0.897980771958828,0.839065228123218,0.0478043428156525,0.385358622297645
dog,1,Spotted,1,8,1,1,2,1,1,5,0.504815332125872,0.522340014576912,0.356578959850594,0.195279854349792,0.128429292002693
dog,1,White,0,1,1,1,2,1,1,2,0.893879861338064,0.411978357005864,0.907760618487373,0.193333816714585,0.568825587397441
dog,1,Brown,1,3,1,1,2,1,1,17,0.400614564772695,0.564496531616896,0.336427452741191,0.541364134987816,0.408455520868301
dog,1,White,1,4,1,1,2,1,1,15,0.80896807112731,0.00125414435751736,0.792104250751436,0.0965918223373592,0.299398472066969
dog,1,Spotted,1,2,1,1,2,1,1,5,0.620520002441481,0.366442859172821,0.0363918675575405,0.908057643566281,0.259886889485642
dog,1,Brown,1,1,1,0,2,0,1,3,0.143166197929531,0.286781481932849,0.56626341631636,0.98726380825974,0.917279469780624
dog,1,Brown,1,2,1,1,2,0,1,15,0.0422194392886013,0.126417198916897,0.519720881711692,0.193179222522303,0.62259647785686
dog,1,Brown,1,3,1,1,3,1,1,13,0.78902339679189,0.649157854728401,0.214981123572215,0.850336648989469,0.43949822592549
dog,1,Brown,0,5,1,1,2,1,1,18,0.564471321646124,0.799960506614298,0.982727024704218,0.958860811078921,0.653426819248125
dog,1,Brown,1,3,1,1,3,1,0,7,0.247158689657226,0.139465434011072,0.7749793601688,0.593253187602386,0.923464461928234
dog,1,Spotted,0,1,1,1,2,1,0,1,0.896030782023445,0.198656817898154,0.475432615261525,0.0426965106744319,0.762446331558749
dog,1,Brown,0,4,1,0,2,1,1,1,0.126162621891126,0.477471054298803,0.246010635979474,0.975697326706722,0.367302231723443
dog,1,Spotted,0,4,1,1,2,1,1,7,0.445489175850525,0.948950592195615,0.710182945942506,0.634960152674466,0.567212369991466
dog,1,Brown,0,9,1,1,2,1,1,10,0.465142949018627,0.789338083239272,0.339246407849714,0.1931037385948,0.0622620733920485
dog,1,White,0,4,1,1,2,1,0,1,0.751679469598457,0.0750548443756998,0.196232899324968,0.386486388044432,0.995449318317696
cat,1,Grey,1,7,1,0,5,0,0,1,0.772470569936559,0.0692670340649784,0.294660504208878,0.947782326489687,0.907064280705526
cat,1,Spotted,1,8,0,1,10,0,0,3,0.694952389923856,0.33578107575886,0.944092114688829,0.0476001484785229,0.0357834012247622
dog,1,White,0,4,1,1,2,1,1,5,0.347856651991606,0.178367507178336,0.911655128933489,0.732610665727407,0.916544390376657
dog,1,Grey,1,1,1,1,2,1,1,1,0.0478878295980394,0.640933386748657,0.21040582540445,0.838934826198965,0.825204396853223
cat,1,White,1,6,1,1,5,0,1,8,0.410471322014928,0.813460150500759,0.132471651770175,0.510896004037932,0.890872430754825
cat,1,White,1,9,1,1,10,0,1,2,0.293907962739468,0.350329843349755,0.043665551347658,0.47872094088234,0.873381914338097
cat,1,Black,1,7,1,1,5,0,0,2,0.298895583022386,0.251368934288621,0.167985575972125,0.440516553353518,0.452657407615334
dog,1,Spotted,1,10,1,1,3,1,1,1,0.364471208536997,0.0241301429923624,0.853580139810219,0.965051248669624,0.0377742433920503
dog,1,Spotted,0,4,1,1,2,0,1,5,0.710253255674616,0.994764687959105,0.250622052000836,0.916767844930291,0.115765179740265
dog,1,Grey,1,2,1,1,2,1,0,19,0.392703313147649,0.585392194101587,0.739555017091334,0.897718839347363,0.707776251947507
cat,1,White,1,6,1,1,8,0,1,20,0.547343811718747,0.245513226604089,0.790084500098601,0.867327664745972,0.43954591290094
dog,1,Brown,1,2,1,1,2,1,1,10,0.55105313542299,0.144818832399324,0.288844737457111,0.411848168354481,0.370485593797639
